text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg,cluster
The itinerary process wa ... s terrible and the staff were very helpful.,negative,travel,2025-07-26 11:37:21.697856,The itinerary process wa . s terrible and the staff were very helpful.,"['itinerary', 'process', 'wa', 'terrible', 'staff', 'helpful']",itinerary process wa terrible staff helpful,-0.0018,0.18,0.64,0.18,5
I want to confirm my hotel for the terrible hotel to Paris.,negative,travel,2025-07-26 15:34:33.819372,I want to confirm my hotel for the terrible hotel to Paris.,"['want', 'confirm', 'hotel', 'terrible', 'hotel', 'paris']",want confirm hotel terrible hotel paris,-0.4215,0.09,0.694,0.215,2
[REF-4181] My destination was delayed at the airport and I need assistance.,negative,travel,2025-07-26 23:04:45.940887,[REF-4181] My destination was delayed at the airport and I need assistance.,"['ref-4181', 'destination', 'delayed', 'airport', 'need', 'assistance']",ref-4181 destination delayed airport need assistance,-0.2263,0.0,0.853,0.147,1
Our luggage to Dubai was found and the experience was disappointing.,neutral,travel,2025-07-27 03:02:58.062402,Our luggage to Dubai was found and the experience was disappointing.,"['luggage', 'dubai', 'found', 'experience', 'disappointing']",luggage dubai found experience disappointing,-0.4939,0.0,0.758,0.242,0
I want to confirm my destination for the scenic destination to Paris.,neutral,travel,2025-07-26 17:00:10.183917,I want to confirm my destination for the scenic destination to Paris.,"['want', 'confirm', 'destination', 'scenic', 'destination', 'paris']",want confirm destination scenic destination paris,0.0772,0.106,0.894,0.0,2
I want to confirm my seat for the non-refundable seat to Paris.,neutral,travel,2025-07-26 23:01:22.305432,I want to confirm my seat for the non-refundable seat to Paris.,"['want', 'confirm', 'seat', 'non-refundable', 'seat', 'paris']",want confirm seat non-refundable seat paris,0.0772,0.106,0.894,0.0,2
Our voucher to Rome was confirmed and the experience was wonderful.,positive,travel,2025-07-26 23:45:34.426947,Our voucher to Rome was confirmed and the experience was wonderful.,"['voucher', 'rome', 'confirmed', 'experience', 'wonderful']",voucher rome confirmed experience wonderful,0.5719,0.27,0.73,0.0,0
My booking wa you know s enjoyed at the airport and I need assistance.,positive,travel,2025-07-27 01:16:46.548463,My booking wa you know s enjoyed at the airport and I need assistance.,"['booking', 'wa', 'know', 'enjoyed', 'airport', 'need', 'assistance']",booking wa know enjoyed airport need assistance,0.5106,0.202,0.798,0.0,1
I want to confirm my booking for the first-class booking to Paris.,positive,travel,2025-07-26 21:08:58.669978,I want to confirm my booking for the first-class booking to Paris.,"['want', 'confirm', 'booking', 'first-class', 'booking', 'paris']",want confirm booking first-class booking paris,0.0772,0.106,0.894,0.0,2
[REF-3279] I have a scenic luggage at the Grand Hyatt that I need to get a luggage for.,neutral,travel,2025-07-27 05:27:10.791493,[REF-3279] I have a scenic luggage at the Grand Hyatt that I need to get a luggage for.,"['ref-3279', 'scenic', 'luggage', 'grand', 'hyatt', 'need', 'get', 'luggage']",ref-3279 scenic luggage grand hyatt need get luggage,0.4588,0.15,0.85,0.0,3
I have a disappointing hotel at the Grand Hyatt that I need to get a hotel for. ?!?,neutral,travel,2025-07-26 15:23:22.913008,I have a disappointing hotel at the Grand Hyatt that I need to get a hotel for. ?,"['disappointing', 'hotel', 'grand', 'hyatt', 'need', 'get', 'hotel']",disappointing hotel grand hyatt need get hotel,-0.0516,0.135,0.721,0.144,3
I want to confirm my check-in for the overbooked check-in to Paris.,negative,travel,2025-07-26 09:57:35.034523,I want to confirm my check-in for the overbooked check-in to Paris.,"['want', 'confirm', 'check-in', 'overbooked', 'check-in', 'paris']",want confirm check-in overbooked check-in paris,0.0772,0.106,0.894,0.0,2
My booking was enjoyed at the airport and I need assistance.,positive,travel,2025-07-26 09:43:47.156039,My booking was enjoyed at the airport and I need assistance.,"['booking', 'enjoyed', 'airport', 'need', 'assistance']",booking enjoyed airport need assistance,0.5106,0.248,0.752,0.0,1
I have a convenient hotel at the Grand Hyatt that I need to get a hotel for. ?!?,positive,travel,2025-07-26 16:06:59.277554,I have a convenient hotel at the Grand Hyatt that I need to get a hotel for. ?,"['convenient', 'hotel', 'grand', 'hyatt', 'need', 'get', 'hotel']",convenient hotel grand hyatt need get hotel,0.4588,0.15,0.85,0.0,3
The airline confirmed my refund and offered a wonderful travel refund.,positive,travel,2025-07-26 10:24:11.399069,The airline confirmed my refund and offered a wonderful travel refund.,"['airline', 'confirmed', 'refund', 'offered', 'wonderful', 'travel', 'refund']",airline confirmed refund offered wonderful travel refund,0.5719,0.27,0.73,0.0,4
I have a scenic voucher at the Grand Hyatt that I need to get a voucher for.,neutral,travel,2025-07-26 09:29:23.520584,I have a scenic voucher at the Grand Hyatt that I need to get a voucher for.,"['scenic', 'voucher', 'grand', 'hyatt', 'need', 'get', 'voucher']",scenic voucher grand hyatt need get voucher,0.4588,0.158,0.842,0.0,3
The voucher process was disappointing and the staff were very helpful.,negative,travel,2025-07-27 07:37:35.642099,The voucher process was disappointing and the staff were very helpful.,"['voucher', 'process', 'disappointing', 'staff', 'helpful']",voucher process disappointing staff helpful,-0.0276,0.202,0.589,0.209,5
I have a terrible seat at the Grand Hyatt that I need to get a seat for.,neutral,travel,2025-07-27 01:25:47.763615,I have a terrible seat at the Grand Hyatt that I need to get a seat for.,"['terrible', 'seat', 'grand', 'hyatt', 'need', 'get', 'seat']",terrible seat grand hyatt need get seat,-0.0258,0.142,0.711,0.147,3
[REF-7842] I have a overbooked booking at the Grand Hyatt that I need to get a booking for.,negative,travel,2025-07-27 06:17:59.885130,[REF-7842] I have a overbooked booking at the Grand Hyatt that I need to get a booking for.,"['ref-7842', 'overbooked', 'booking', 'grand', 'hyatt', 'need', 'get', 'booking']",ref-7842 overbooked booking grand hyatt need get booking,0.4588,0.15,0.85,0.0,3
The check-in process was non-refundable and the staff were very helpful.,negative,travel,2025-07-27 05:55:12.006645,The check-in process was non-refundable and the staff were very helpful.,"['check-in', 'process', 'non-refundable', 'staff', 'helpful']",check-in process non-refundable staff helpful,0.4754,0.236,0.764,0.0,5
I want to confirm my luggage for the terrible luggage to Paris.,negative,travel,2025-07-26 20:25:24.128160,I want to confirm my luggage for the terrible luggage to Paris.,"['want', 'confirm', 'luggage', 'terrible', 'luggage', 'paris']",want confirm luggage terrible luggage paris,-0.4215,0.09,0.694,0.215,2
The destination process was disappointing and the staff were very helpful.,neutral,travel,2025-07-27 09:59:36.249675,The destination process was disappointing and the staff were very helpful.,"['destination', 'process', 'disappointing', 'staff', 'helpful']",destination process disappointing staff helpful,-0.0276,0.202,0.589,0.209,5
The airline delayed my voucher and offered a terri you know ble travel voucher.,negative,travel,2025-07-27 04:52:48.371191,The airline delayed my voucher and offered a terri you know ble travel voucher.,"['airline', 'delayed', 'voucher', 'offered', 'terri', 'know', 'ble', 'travel', 'voucher']",airline delayed voucher offered terri know ble travel voucher,-0.2263,0.0,0.872,0.128,4
The itinerary process was first-class and the staff were very helpful.,positive,travel,2025-07-27 08:00:00.492706,The itinerary process was first-class and the staff were very helpful.,"['itinerary', 'process', 'first-class', 'staff', 'helpful']",itinerary process first-class staff helpful,0.4754,0.236,0.764,0.0,5
The airline cancelled my itinerary and offered a terrible travel itinerary.,neutral,travel,2025-07-26 17:49:12.614221,The airline cancelled my itinerary and offered a terrible travel itinerary.,"['airline', 'cancelled', 'itinerary', 'offered', 'terrible', 'travel', 'itinerary']",airline cancelled itinerary offered terrible travel itinerary,-0.6249,0.0,0.638,0.362,4
I have a terrible refund at the Grand Hyatt that I need to get a refund for.,negative,travel,2025-07-27 08:12:24.735736,I have a terrible refund at the Grand Hyatt that I need to get a refund for.,"['terrible', 'refund', 'grand', 'hyatt', 'need', 'get', 'refund']",terrible refund grand hyatt need get refund,-0.0258,0.142,0.711,0.147,3
The airline rescheduled my hotel and offered a wonderful travel hotel.,positive,travel,2025-07-26 14:29:36.857251,The airline rescheduled my hotel and offered a wonderful travel hotel.,"['airline', 'rescheduled', 'hotel', 'offered', 'wonderful', 'travel', 'hotel']",airline rescheduled hotel offered wonderful travel hotel,0.5719,0.27,0.73,0.0,4
The airline booked my seat and offered a convenient travel seat. ?!?,positive,travel,2025-07-26 23:06:48.978766,The airline booked my seat and offered a convenient travel seat. ?,"['airline', 'booked', 'seat', 'offered', 'convenient', 'travel', 'seat']",airline booked seat offered convenient travel seat,0.0,0.0,1.0,0.0,4
Our flight to Sydney was found and the experience was non-refundable. (ticket:698931),neutral,travel,2025-07-26 17:14:01.100282,Our flight to Sydney was found and the experience was non-refundable. (ticket:698931),"['flight', 'sydney', 'found', 'experience', 'non-refundable', 'ticket:698931']",flight sydney found experience non-refundable ticket:698931,0.0,0.0,1.0,0.0,0
The airline found my voucher and offered a disappointing travel voucher. ?!?,neutral,travel,2025-07-27 03:00:13.221797,The airline found my voucher and offered a disappointing travel voucher. ?,"['airline', 'found', 'voucher', 'offered', 'disappointing', 'travel', 'voucher']",airline found voucher offered disappointing travel voucher,-0.4939,0.0,0.775,0.225,4
I want to confirm my refund for the terrible refund to Paris.,neutral,travel,2025-07-27 12:05:25.343312,I want to confirm my refund for the terrible refund to Paris.,"['want', 'confirm', 'refund', 'terrible', 'refund', 'paris']",want confirm refund terrible refund paris,-0.4215,0.09,0.694,0.215,2
The seat process was first-class and the staff were very helpful.,positive,travel,2025-07-26 17:38:37.464827,The seat process was first-class and the staff were very helpful.,"['seat', 'process', 'first-class', 'staff', 'helpful']",seat process first-class staff helpful,0.4754,0.236,0.764,0.0,5
I have a scenic flight at the Grand Hyatt that I need to get a flight for.,positive,travel,2025-07-26 18:59:49.586342,I have a scenic flight at the Grand Hyatt that I need to get a flight for.,"['scenic', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",scenic flight grand hyatt need get flight,0.4588,0.158,0.842,0.0,3
My reservation was delayed at the airport and I need assistance.,neutral,travel,2025-07-26 16:20:01.707858,My reservation was delayed at the airport and I need assistance.,"['reservation', 'delayed', 'airport', 'need', 'assistance']",reservation delayed airport need assistance,-0.2263,0.0,0.84,0.16,1
I have a convenient voucher at the Grand Hyatt that I need to get a voucher for.,positive,travel,2025-07-27 02:20:13.829373,I have a convenient voucher at the Grand Hyatt that I need to get a voucher for.,"['convenient', 'voucher', 'grand', 'hyatt', 'need', 'get', 'voucher']",convenient voucher grand hyatt need get voucher,0.4588,0.158,0.842,0.0,3
I have a first-class flight at the Grand Hyatt that I need to get a flight for.,positive,travel,2025-07-26 18:36:25.950888,I have a first-class flight at the Grand Hyatt that I need to get a flight for.,"['first-class', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",first-class flight grand hyatt need get flight,0.4588,0.158,0.842,0.0,3
The check-in process was convenient and the staff were very helpful.,positive,travel,2025-07-27 12:26:38.072403,The check-in process was convenient and the staff were very helpful.,"['check-in', 'process', 'convenient', 'staff', 'helpful']",check-in process convenient staff helpful,0.4754,0.236,0.764,0.0,5
[REF-9211] I have a non-refundable destination at the Grand Hyatt that I need to get a destination for.,negative,travel,2025-07-27 05:29:50.193918,[REF-9211] I have a non-refundable destination at the Grand Hyatt that I need to get a destination for.,"['ref-9211', 'non-refundable', 'destination', 'grand', 'hyatt', 'need', 'get', 'destination']",ref-9211 non-refundable destination grand hyatt need get destination,0.4588,0.15,0.85,0.0,3
The airline upgraded my booking and offered a wonderful travel booking.,positive,travel,2025-07-26 21:09:02.315434,The airline upgraded my booking and offered a wonderful travel booking.,"['airline', 'upgraded', 'booking', 'offered', 'wonderful', 'travel', 'booking']",airline upgraded booking offered wonderful travel booking,0.5719,0.27,0.73,0.0,4
I want to confirm my voucher for the convenient voucher to Paris.,positive,travel,2025-07-27 07:46:14.436949,I want to confirm my voucher for the convenient voucher to Paris.,"['want', 'confirm', 'voucher', 'convenient', 'voucher', 'paris']",want confirm voucher convenient voucher paris,0.0772,0.106,0.894,0.0,2
